Timestamp,Gender,Age_Range,Admission_Year,Faculty,Level_of_Study ,Parental_Level_of_Education,  Financial_Support_Source,  CGPA_Range,  Hours_of_Study_per_Week,  Class_Attendance,Accommodation_Type,Do_you_work_while_studying?,Internet_Access,  Participation_in_Clubs/Activities,  Scholarship_Status,"Do_you_receive_academic_support_(tutorials, mentorship, etc.)?",Health_Challenges,School_Activities_Stress,Dropout_Intention?
12/5/2025 9:18:05,Male,20–23 years,2021/2022,Engineering and Technology (FET),400 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 9:21:32,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Poor,No,No,No,No,Very Stressful,No
12/5/2025 9:25:10,Male,20–23 years,,Basic Medical Sciences (FMBS),500 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 9:34:37,Male,16–19 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Poor,No,No,No,No,Moderately Stressful,No
12/5/2025 9:42:31,Female,20–23 years,2021/2022,Management Sciences (FMGS),500 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 9:43:53,Female,20–23 years,2021/2022,Management Sciences (FMGS),500 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Squatting,No,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 9:49:59,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Moderately Stressful,No
12/5/2025 9:57:00,Female,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 10:02:56,Male,16–19 years,2022/2023,Engineering and Technology (FET),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Moderately Stressful,No
12/5/2025 10:22:06,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 10:29:20,Male,20–23 years,,Engineering and Technology (FET),500 Level,None,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/5/2025 10:55:34,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,Not Sure
12/5/2025 11:17:56,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 11:28:04,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Poor,No,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 11:29:06,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,,No,Yes,No,Very Stressful,No
12/5/2025 11:59:03,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/5/2025 12:05:47,Male,20–23 years,2022/2023,Computing and Informatics (FCI),400 Level,None,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 12:44:55,Male,20–23 years,2021/2022,Engineering and Technology (FET),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 12:56:07,Male,20–23 years,2022/2023,Management Sciences (FMGS),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 12:56:15,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 12:59:08,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Squatting,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 13:04:28,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 13:08:51,Female,20–23 years,2024/2025,Management Sciences (FMGS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 13:32:23,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Very Stressful,No
12/5/2025 14:47:28,Female,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 14:51:04,Female,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Moderately Stressful,No
12/5/2025 14:52:23,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 14:54:26,Female,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Squatting,No,Good,No,Yes,Yes,No,Moderately Stressful,No
12/5/2025 15:00:13,Female,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 15:06:36,Female,20–23 years,2022/2023,Basic Medical Sciences (FMBS),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 15:14:21,Female,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,,No
12/5/2025 15:15:34,Female,16–19 years,2024/2025,Basic Medical Sciences (FMBS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 15:20:07,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Very Stressful,No
12/5/2025 15:21:21,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 15:58:28,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 16:04:01,Female,16–19 years,2024/2025,Agricultural Science (FAS),200 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/5/2025 16:05:58,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 16:31:25,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 16:34:32,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Squatting,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 16:35:54,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 16:36:06,Female,20–23 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Squatting,Yes,Good,Yes,No,No,No,Very Stressful,No
12/5/2025 16:37:02,Female,20–23 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 16:46:25,Female,20–23 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Squatting,No,Good,No,No,No,No,Moderately Stressful,No
12/5/2025 16:52:14,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Master’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Irregular,Hostel,No,Good,No,Yes,No,No,Moderately Stressful,No
12/5/2025 17:07:29,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,Yes,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 17:07:46,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,Yes,No,"Yes, Minor",Very Stressful,No
12/5/2025 17:11:03,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 17:26:16,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/5/2025 17:30:29,Male,20–23 years,2023/2024,Engineering and Technology (FET),200 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,No,Poor,No,No,Yes,No,Very Stressful,No
12/5/2025 17:34:49,Male,16–19 years,2023/2024,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 17:40:06,Female,16–19 years,2024/2025,Basic Medical Sciences (FMBS),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,Yes
12/5/2025 17:43:04,Female,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Very Stressful,Yes
12/5/2025 18:07:08,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 18:08:24,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 18:08:49,Female,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,Not Sure
12/5/2025 18:08:43,Female,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,No,"Yes, Minor",Very Stressful,Not Sure
12/5/2025 18:08:54,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Very Stressful,Not Sure
12/5/2025 18:09:07,Male,20–23 years,2022/2023,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 18:09:15,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Poor,Yes,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 18:09:16,Male,16–19 years,2022/2023,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 18:09:34,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Self-sponsored,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Squatting,Yes,Good,No,No,No,No,Moderately Stressful,No
12/5/2025 18:10:07,Male,20–23 years,2024/2025,Computing and Informatics (FCI),300 Level,Secondary School,Others,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 18:10:13,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 18:10:24,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 18:10:29,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Others,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Squatting,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 18:11:28,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,No,Moderately Stressful,No
12/5/2025 18:11:41,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),5–10 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Very Stressful,No
12/5/2025 18:12:26,Female,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 18:13:05,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/5/2025 18:13:25,Male,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),400 Level,Some College,Scholarship,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,Yes,Yes,Yes,No,Very Stressful,No
12/5/2025 18:15:07,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Irregular,Hostel,Yes,Poor,No,No,Yes,No,Moderately Stressful,No
12/5/2025 18:15:19,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/5/2025 18:17:28,Male,16–19 years,2022/2023,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,No,"Yes, Minor",Moderately Stressful,Yes
12/5/2025 18:18:01,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/5/2025 18:25:14,Female,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Moderately Stressful,No
12/5/2025 18:28:29,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Poor,No,No,No,"Yes, Minor",Not Stressful,No
12/5/2025 18:31:44,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 18:33:31,Male,20–23 years,2024/2025,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/5/2025 18:35:34,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Squatting,No,Poor,No,No,No,No,Very Stressful,No
12/5/2025 18:58:44,Female,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 19:00:59,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 19:11:18,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Poor,No,No,No,"Yes, Minor",Moderately Stressful,No
12/5/2025 19:22:13,Male,20–23 years,2021/2022,Management Sciences (FMGS),400 Level,Secondary School,Self-sponsored,4.50 – 5.00 (First Class),5–10 hours,Regular,Squatting,Yes,Manage,No,No,No,No,Very Stressful,No
12/5/2025 19:40:19,Female,20–23 years,2023/2024,Management Sciences (FMGS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,Yes,Yes,No,Very Stressful,No
12/5/2025 19:41:05,Female,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),5–10 hours,Regular,Squatting,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 20:54:11,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:07:57,Female,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 21:08:34,Male,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,"Yes, Minor",,No
12/5/2025 21:10:10,Female,20–23 years,2023/2024,Arts and Social Science (FASS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:10:52,Male,20–23 years,2022/2023,Management Sciences (FMGS),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Very Stressful,No
12/5/2025 21:11:32,Male,20–23 years,2024/2025,Arts and Social Science (FASS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Moderately Stressful,No
12/5/2025 21:13:30,Female,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,,Yes,No,Very Stressful,No
12/5/2025 21:14:11,Male,20–23 years,2024/2025,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 21:15:22,Male,24–27 years,2021/2022,Computing and Informatics (FCI),500 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,No,Good,Yes,No,Yes,No,Very Stressful,No
12/5/2025 21:15:54,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:17:12,Male,24–27 years,2024/2025,Arts and Social Science (FASS),200 Level,Master’s Degree,Self-sponsored,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:17:45,Male,24–27 years,2023/2024,Agricultural Science (FAS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Squatting,No,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:17:45,Female,20–23 years,2023/2024,Arts and Social Science (FASS),200 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,Yes,Yes,No,Very Stressful,No
12/5/2025 21:20:03,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 21:21:27,Female,20–23 years,2024/2025,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,Yes,Good,No,,Yes,"Yes, Minor",Moderately Stressful,No
12/5/2025 21:21:42,Female,20–23 years,2023/2024,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/5/2025 21:30:09,Female,20–23 years,2023/2024,Arts and Social Science (FASS),300 Level,Secondary School,Others,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,No,"Yes, Minor",Very Stressful,No
12/5/2025 21:31:50,Male,20–23 years,2023/2024,Arts and Social Science (FASS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/5/2025 21:32:11,Female,16–19 years,2023/2024,Arts and Social Science (FASS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,No
12/5/2025 21:51:14,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Squatting,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 21:53:56,Male,20–23 years,2024/2025,Arts and Social Science (FASS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Irregular,Hostel,Yes,Good,No,No,No,No,Very Stressful,Not Sure
12/5/2025 22:03:38,Female,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/5/2025 22:04:10,Male,20–23 years,2021/2022,Arts and Social Science (FASS),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,Yes,No,Yes,"Yes, Minor",Very Stressful,No
12/5/2025 22:09:40,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
